2014-07-01,81,72,89,68,83,52,100,1943,1901,0,0.12,2.17
2014-07-02,82,72,91,68,83,56,100,2001,1966,0.96,0.13,1.79
2014-07-03,78,69,87,68,83,54,103,1933,1966,1.78,0.12,2.8
2014-07-04,70,65,74,68,84,55,102,1986,1949,0.14,0.13,1.76
2014-07-05,72,63,81,68,84,53,101,1979,1999,0,0.12,3.07
2014-07-06,75,66,84,68,84,54,103,1979,2010,0,0.13,1.97
2014-07-07,81,72,90,68,84,56,100,1914,2010,0.04,0.13,3.13
2014-07-08,81,71,91,69,84,56,100,1894,1993,0.39,0.14,1.8
2014-07-09,80,71,88,69,84,54,106,1963,1936,0.09,0.14,1.09
2014-07-10,78,72,83,69,84,55,102,1890,1993,0,0.15,1.79
2014-07-11,79,71,86,69,84,57,98,1898,1988,0,0.15,1.94
2014-07-12,78,71,85,69,84,57,99,1926,1966,0,0.15,2.68
2014-07-13,78,72,83,69,84,54,101,1888,1966,0.03,0.17,3.16
2014-07-14,78,72,84,69,84,58,100,1926,1954,0.46,0.16,1.6
2014-07-15,79,72,86,69,84,57,102,1930,1995,1.3,0.15,2.33
2014-07-16,75,68,81,69,84,56,99,1946,1980,0,0.16,1.38
2014-07-17,74,67,81,69,84,57,100,1892,1953,0,0.15,3.13
2014-07-18,73,64,81,69,84,57,101,1925,1953,0,0.15,1.76
2014-07-19,72,68,76,69,84,57,102,1924,1977,0,0.16,1.82
2014-07-20,72,66,78,69,84,55,101,1890,1980,0,0.15,1.97
2014-07-21,76,67,85,69,84,55,104,1890,1977,0,0.15,2.26
2014-07-22,79,71,86,69,84,55,104,1873,2011,0,0.14,1.86
2014-07-23,80,72,88,69,84,58,100,1890,2011,0.19,0.15,2.41
2014-07-24,75,70,80,69,84,56,97,1893,1999,0,0.15,3.75
2014-07-25,74,66,82,69,84,57,97,1953,1999,0,0.15,1.64
2014-07-26,75,69,81,69,84,55,98,1920,1940,0,0.16,3.8
2014-07-27,78,71,85,69,84,55,98,1920,1963,0.02,0.16,2.65
2014-07-28,75,68,82,69,84,57,97,1903,1999,0.19,0.17,3.11
2014-07-29,70,64,76,69,84,59,99,1914,1949,0,0.17,3.47
2014-07-30,72,63,80,69,84,57,98,1956,1988,0,0.17,3.56
2014-07-31,75,68,82,69,84,57,102,1914,1933,0,0.17,2.29
2014-08-01,78,71,84,69,84,59,100,1964,1933,0,0.16,2.85
2014-08-02,69,63,74,69,84,58,100,1924,1955,0.41,0.16,2.49
2014-08-03,71,66,76,69,84,55,97,1927,2005,0.07,0.17,2.71
2014-08-04,77,70,84,69,84,56,100,1886,1944,0,0.16,3.25
2014-08-05,81,71,90,69,84,56,101,1951,1944,0,0.16,1.44
2014-08-06,77,70,83,69,84,57,97,1994,1955,0,0.16,3.31
2014-08-07,75,66,83,69,84,57,104,1994,1918,0,0.15,2.18
2014-08-08,74,65,83,69,84,54,99,1903,2001,0,0.15,2.6
2014-08-09,77,66,87,69,84,57,103,1989,2001,0,0.15,4.1
2014-08-10,78,68,88,69,83,55,98,1879,1949,0,0.14,4.64
2014-08-11,79,71,87,69,83,56,102,1962,1944,0,0.14,2.39
2014-08-12,75,70,79,68,83,55,97,1889,1944,0.19,0.14,3.62
2014-08-13,75,68,82,68,83,55,99,1930,2005,0.53,0.14,2.7
2014-08-14,70,63,77,68,83,54,99,1964,1988,0,0.15,5.81
2014-08-15,67,61,73,68,83,54,97,1964,1988,0,0.14,1.52
2014-08-16,71,63,78,68,83,55,96,1880,1944,0,0.15,4.8
2014-08-17,74,66,82,68,83,56,95,1979,1944,0.01,0.14,2.86
2014-08-18,72,63,81,68,83,55,94,1915,2002,0,0.14,3.95
2014-08-19,73,63,83,68,83,55,94,1924,2002,0,0.15,2.53
2014-08-20,77,70,84,68,82,55,97,1949,1955,0,0.14,3.63
2014-08-21,74,65,83,68,82,53,96,1922,1955,0.35,0.15,4.19
2014-08-22,72,65,79,67,82,52,95,1895,1916,0.06,0.14,1.85
2014-08-23,72,67,77,67,82,51,92,1923,1916,0.01,0.14,3.03
2014-08-24,72,64,80,67,82,52,94,1890,1972,0,0.14,3.61
2014-08-25,76,64,88,67,82,52,95,1940,1948,0,0.14,1.86
2014-08-26,80,70,89,67,81,53,103,1887,1948,0,0.12,3.24
2014-08-27,80,70,90,67,81,50,101,1885,1948,0,0.13,4.16
2014-08-28,74,66,82,66,81,50,100,1885,1948,0,0.13,3.99
2014-08-29,71,61,80,66,81,50,99,1986,1953,0,0.12,2.68
2014-08-30,73,65,80,66,81,50,98,1965,1973,0,0.12,2.3
2014-08-31,82,73,90,66,80,50,100,1976,1953,0.62,0.12,3.76
2014-09-01,82,75,88,66,80,51,97,1872,1953,0,0.13,3.84
2014-09-02,85,77,92,65,80,51,102,1886,1953,0,0.13,2.12
2014-09-03,79,72,86,65,80,50,99,1893,1929,0,0.13,3.32
2014-09-04,78,69,87,65,79,47,97,1883,1929,0,0.14,3.48
2014-09-05,80,72,87,64,79,51,94,1963,1985,0,0.13,2.45
2014-09-06,79,67,91,64,79,48,97,1924,1881,0.11,0.13,3.26
2014-09-07,73,65,81,64,78,46,101,1888,1881,0,0.14,2.07
2014-09-08,70,65,75,64,78,54,93,1955,1919,0,0.13,4.86
2014-09-09,68,63,73,63,78,48,94,1883,1915,0,0.13,0.86
2014-09-10,72,63,80,63,77,43,97,1883,1983,0,0.13,1.38
2014-09-11,76,69,83,63,77,43,99,1917,1983,0,0.13,2.9
2014-09-12,70,62,78,62,77,46,94,1917,1961,0,0.14,2.35
2014-09-13,64,58,69,62,76,46,94,1963,1952,0.26,0.14,3.94
2014-09-14,62,53,71,62,76,46,93,1975,1931,0,0.14,3.82
2014-09-15,63,55,71,61,76,45,92,1913,1927,0,0.15,4.16
2014-09-16,64,58,70,61,75,47,93,1966,1915,0.37,0.15,5.02
2014-09-17,64,55,73,61,75,45,93,1986,1991,0,0.15,3.37
2014-09-18,67,57,76,60,75,44,91,1990,1891,0,0.15,3.92
2014-09-19,60,54,66,60,74,44,94,1929,1983,0,0.15,4.3
2014-09-20,66,57,75,59,74,44,93,1993,1983,0,0.15,2.32
2014-09-21,71,67,75,59,73,40,95,1871,1895,0.15,0.15,5.54
2014-09-22,63,55,71,59,73,41,95,1904,1914,0,0.15,2.34
2014-09-23,62,52,71,58,73,41,97,1947,1895,0,0.14,8.28
2014-09-24,65,58,71,58,72,40,89,1963,1959,0,0.15,2.26
2014-09-25,61,57,64,57,72,40,90,1887,1970,0.32,0.14,2.36
2014-09-26,68,58,77,57,71,42,91,1940,1970,0,0.15,2.34
2014-09-27,72,60,83,57,71,41,90,1957,1933,0,0.15,3.13
2014-09-28,74,64,84,56,70,41,88,1947,1881,0,0.16,3.84
2014-09-29,73,67,79,56,70,42,88,1942,1945,0,0.16,2.18
2014-09-30,67,62,71,55,70,39,89,1912,1986,0,0.16,2.64
2014-10-01,63,61,65,55,69,36,88,1947,1927,0.02,0.15,4.98
2014-10-02,66,61,70,55,69,39,90,1886,1927,0,0.14,2.16
2014-10-03,64,56,71,54,68,38,87,1974,1919,0,0.14,1.55
2014-10-04,61,52,69,54,68,37,88,1888,1941,1.18,0.13,4.05
2014-10-05,54,46,61,54,68,35,94,1881,1941,0,0.15,1.99
2014-10-06,60,50,69,53,67,36,90,1881,1941,0,0.14,2.39
2014-10-07,67,63,71,53,67,39,88,1999,1944,0.06,0.15,4.09
2014-10-08,68,62,73,52,67,37,87,1988,2007,0.04,0.14,4.3
2014-10-09,62,55,68,52,66,37,86,2000,1916,0,0.15,7.33
2014-10-10,58,52,64,52,66,35,91,1888,1939,0,0.16,2.16
2014-10-11,55,50,60,51,65,34,85,1964,1949,0.33,0.15,3.06
2014-10-12,56,48,63,51,65,35,86,1876,1954,0,0.14,4.26
2014-10-13,59,52,65,51,65,33,87,1875,1954,0.05,0.14,2.75
2014-10-14,70,63,76,50,64,37,84,1988,1920,0,0.15,1.76
2014-10-15,73,69,77,50,64,32,84,1876,1956,0.69,0.14,1.7
2014-10-16,66,61,71,50,64,34,87,1876,1897,1.11,0.14,2.15
2014-10-17,65,59,71,50,63,33,90,1886,1938,0,0.14,2.28
2014-10-18,63,56,70,49,63,35,82,1974,1928,0,0.14,2.45
2014-10-19,50,44,56,49,63,30,83,1940,1963,0,0.14,4.35
2014-10-20,51,42,60,49,62,31,80,1974,1969,0,0.14,2.78
2014-10-21,61,55,67,48,62,32,84,1974,1920,0.11,0.14,2.17
2014-10-22,54,50,58,48,62,30,88,1940,1979,1.51,0.15,1.51
2014-10-23,52,50,53,48,61,32,85,1969,1947,0.61,0.14,2.97
2014-10-24,57,51,63,48,61,31,79,1969,2001,0,0.14,2.51
2014-10-25,59,50,67,47,61,29,79,1879,1963,0.01,0.15,3.3
2014-10-26,58,53,63,47,61,30,78,1879,1964,0,0.13,3.4
2014-10-27,56,48,63,47,60,28,82,1936,1963,0,0.14,1.88
2014-10-28,63,53,72,47,60,29,83,1976,1919,0,0.13,2.49
2014-10-29,62,51,72,46,60,31,78,1925,1971,0,0.14,3.67
2014-10-30,53,47,59,46,59,31,82,1925,1961,0,0.13,1.64
2014-10-31,50,45,55,46,59,29,81,1925,1946,0.05,0.14,2.41
2014-11-01,45,42,47,46,59,30,84,1885,1950,0.35,0.14,1.69
2014-11-02,45,41,48,45,58,30,83,1887,1950,0,0.14,1.7
2014-11-03,50,39,61,45,58,28,79,1875,2003,0,0.13,2.6
2014-11-04,61,53,68,45,58,25,78,1879,1975,0,0.13,1.44
2014-11-05,60,56,64,45,57,23,78,1879,1961,0,0.13,1.94
2014-11-06,53,48,57,44,57,27,74,1879,1948,0.37,0.14,1.47
2014-11-07,47,40,53,44,57,29,78,1930,1938,0,0.13,2.96
2014-11-08,42,36,48,44,57,29,76,1886,1975,0,0.12,7.4
2014-11-09,52,46,57,44,56,24,75,1976,1975,0,0.13,3.65
2014-11-10,53,44,61,43,56,27,73,1914,1985,0,0.13,1.7
2014-11-11,57,49,64,43,56,28,74,1933,1949,0,0.12,1.41
2014-11-12,56,47,65,43,55,26,76,1926,1879,0,0.12,2.39
2014-11-13,42,36,48,43,55,22,73,1873,1931,0.2,0.13,2.06
2014-11-14,39,35,42,42,55,20,72,1905,1993,0.06,0.13,2.23
2014-11-15,38,33,42,42,54,20,80,1967,1993,0,0.13,2.43
2014-11-16,40,35,45,42,54,17,72,1933,1928,0.03,0.13,2.39
2014-11-17,46,40,52,41,53,19,71,1933,1953,1.54,0.14,1.54
2014-11-18,35,24,45,41,53,18,73,1936,1928,0,0.14,1.24
2014-11-19,29,22,36,41,53,18,72,1936,1921,0,0.14,1.95
2014-11-20,38,31,45,40,52,20,77,1873,1985,0,0.13,3.37
2014-11-21,33,28,37,40,52,16,74,1879,1900,0,0.14,1.33
2014-11-22,36,28,44,40,52,13,72,1880,1931,0,0.14,2.03
2014-11-23,50,43,57,40,51,14,72,1880,1931,0,0.14,1.84
2014-11-24,61,53,69,39,51,14,73,1880,1979,0.7,0.14,1.95
2014-11-25,60,51,68,39,50,19,73,1938,1979,0,0.13,1.36
2014-11-26,43,34,51,39,50,16,67,1938,1946,1.24,0.14,1.91
2014-11-27,36,34,38,38,50,12,72,1932,1896,0.02,0.13,2.15
2014-11-28,33,29,37,38,49,15,70,1930,2011,0,0.14,2.14
2014-11-29,36,27,45,38,49,15,69,1872,1990,0,0.14,2.01
2014-11-30,50,45,55,37,49,7,70,1875,1991,0,0.15,1.11
2014-12-01,54,42,65,37,48,9,70,1875,2006,0.09,0.14,1.72
2014-12-02,39,35,43,37,48,12,66,1875,1970,0.08,0.14,2.16
2014-12-03,44,41,46,36,47,9,69,1976,1998,0.06,0.15,1.63
2014-12-04,41,37,45,36,47,10,74,1882,1998,0,0.14,1.84
2014-12-05,39,34,44,35,47,11,70,1926,2001,0.51,0.14,1.28
2014-12-06,45,39,50,35,46,11,71,1871,2001,1.22,0.13,1.6
2014-12-07,36,30,42,35,46,10,75,1926,1998,0.04,0.14,1.98
2014-12-08,31,24,37,34,45,10,65,1882,1927,0,0.14,1.54
2014-12-09,39,36,42,34,45,7,66,1876,1966,2.54,0.13,2.54
2014-12-10,36,32,40,34,45,3,70,1876,1946,0.08,0.14,1.62
2014-12-11,35,31,38,33,44,6,64,1880,1879,0.01,0.14,2.41
2014-12-12,35,32,38,33,44,5,68,1988,1931,0,0.13,1.6
2014-12-13,39,34,44,33,44,8,64,1960,1923,0,0.13,3.03
2014-12-14,42,38,46,32,43,12,67,1976,1881,0,0.13,2.22
2014-12-15,43,37,48,32,43,6,67,1874,2008,0,0.13,1.34
2014-12-16,44,38,49,32,43,7,63,1876,1971,0.2,0.12,2.25
2014-12-17,48,42,54,32,42,1,62,1919,2000,0.02,0.13,2.28
